,k,obs_mean,obs_max,obs_min,10_myr,20_myr,30_myr,40_myr,50_myr,60_myr,70_myr,80_myr
0,0.006448,0.11588888888888889,0.13411111111111113,0.0899,0.03636531627049137,0.034788082282729255,0.043310995828480525,0.04170808971388066,0.037239109423759804,0.03876697903627329,0.04128102059529111,0.04092886774478921
1,0.007095,0.12477777777777778,0.14133333333333334,0.09846666666666667,0.04276985791671586,0.04558272694214392,0.057323038334339396,0.05224923697727459,0.043833715218202216,0.0455188833521317,0.04844361173578087,0.04807476226769388
2,0.007807,0.136,0.15566666666666665,0.11062222222222222,0.050008209774328974,0.06066245555277404,0.07668786278970534,0.06614326884779538,0.05131829966097584,0.05311360397108556,0.056494875354509595,0.05613994022380836
3,0.008591,0.1491111111111111,0.16899999999999998,0.12055555555555555,0.05855956389866974,0.08162167973830703,0.1031024793573149,0.08467174610964157,0.06022869056162146,0.06210627521293571,0.06602272298951824,0.06572149900259645
4,0.009453,0.16277777777777777,0.185,0.1338888888888889,0.06938957248746817,0.11001060998022784,0.13804407214974465,0.10914688276777107,0.07163548904811332,0.07367452609583494,0.07826743339982518,0.07804980237115729
5,0.0104,0.17555555555555555,0.19822222222222222,0.1487777777777778,0.08392350163564559,0.14688913244844007,0.1822517337691789,0.14048585728565655,0.0871018230307009,0.08960302297910286,0.09509443693001435,0.09494541425348774
6,0.01144,0.18655555555555556,0.2098888888888889,0.16055555555555556,0.10352875852700398,0.19225314857379994,0.23509293912358908,0.17864672127326806,0.10809260891330959,0.11161478617905575,0.118281600381184,0.11811487032772305
7,0.01259,0.19544444444444445,0.21844444444444444,0.17033333333333334,0.12892551706822789,0.24496669344373914,0.2945377251874241,0.22252665852843942,0.13529738126016347,0.1405480350163258,0.14865757128029808,0.14832520980231353
8,0.01386,0.20222222222222222,0.2247777777777778,0.17733333333333332,0.15943716542183,0.3019789911278684,0.35632564715912246,0.269320518600149,0.16776899714252505,0.17537434888293016,0.18508543470356037,0.18441818067667054
9,0.01525,0.20766666666666667,0.2278888888888889,0.1852222222222222,0.1931026937478917,0.3588269450698425,0.41469217579474726,0.3150028034023762,0.20295572719189278,0.21322327205526634,0.2245123919204497,0.22336667157510706
10,0.01678,0.21188888888888888,0.2301111111111111,0.19033333333333335,0.2282313464243429,0.4120724171015265,0.4650663248146341,0.3563545487513776,0.23822519083404706,0.25105766106057475,0.26373847307336185,0.26201685808378694
11,0.01846,0.215,0.23444444444444446,0.19466666666666665,0.26329390643221295,0.4587833328129865,0.5035823220511887,0.39042329108164936,0.27063640500013614,0.285532763331666,0.29928469929797685,0.29695382047490265
12,0.02031,0.21733333333333332,0.23533333333333334,0.1991111111111111,0.2977362111319434,0.4976089581568192,0.5283847248321686,0.41555475546861936,0.2978909911833704,0.31401281681913595,0.32844260865381153,0.32552776004975764
13,0.02235,0.21866666666666668,0.23555555555555555,0.20222222222222222,0.3337090276353098,0.5285934625807002,0.5402685329570035,0.4328087493830355,0.3198394731469328,0.3357068744237873,0.3503282942500343,0.34677874061865827
14,0.02459,0.219,0.23399999999999999,0.20344444444444443,0.36548325748511545,0.549818068026292,0.5370827944934625,0.43683698612537464,0.3306773219883633,0.3459318706443889,0.36063232527267,0.35680053895045816
15,0.02706,0.21833333333333332,0.23311111111111113,0.20477777777777778,0.4001854979459098,0.5630223218402092,0.5239055922387962,0.433839606743869,0.33495926878498755,0.34807339951937866,0.3625596207576696,0.3584508161467668
16,0.02978,0.21688888888888888,0.23022222222222222,0.20477777777777778,0.436159285750349,0.5677541291786402,0.5020956430405044,0.4233760335183329,0.3316939446214865,0.34172598024679035,0.35592463365176896,0.3516723849091672
17,0.03277,0.2148888888888889,0.22733333333333333,0.2036666666666667,0.47264611054689065,0.5642997871797283,0.4740876147182263,0.4069355729266296,0.3219315598052439,0.32820488471030373,0.3421256423580271,0.33786246326415575
18,0.03605,0.21244444444444444,0.22344444444444445,0.20177777777777778,0.5078970866016075,0.5536433246043753,0.4426676538110699,0.38645057834467056,0.30739791082234363,0.3095303684559777,0.32322147045589256,0.3190601126523134
19,0.03967,0.2098888888888889,0.21966666666666665,0.2001111111111111,0.539474238274462,0.536670046501664,0.4095287007455654,0.36310254777269746,0.2893843707286736,0.2872005503553186,0.30069020948038566,0.29672996945184316
20,0.04365,0.20755555555555558,0.21688888888888888,0.19755555555555557,0.5647845194507783,0.5152697239228589,0.3769605610911101,0.3386621392282798,0.269751019358294,0.26330366763995217,0.27657705248210057,0.27289010769767563
21,0.04803,0.20544444444444446,0.2158888888888889,0.19533333333333336,0.5821158769332961,0.4906503729209919,0.3457716963760755,0.31389804041294594,0.24948649393264455,0.2389054256584175,0.2518601546707458,0.24850749966345764
22,0.05285,0.2038888888888889,0.2131111111111111,0.19355555555555554,0.5912127575827872,0.46493769285171627,0.31737086090933286,0.29016986514065457,0.23004836154437527,0.2155380947292737,0.22798942174132883,0.22500592673908001
23,0.05815,0.20266666666666666,0.211,0.19355555555555554,0.5926963499041258,0.4388778009864471,0.29175615451525083,0.2677812308333614,0.2119531214225025,0.1936529257200629,0.20532383293093062,0.20271423665941307
24,0.06399,0.20177777777777778,0.20933333333333334,0.19355555555555554,0.5878931170603732,0.4133364246337826,0.2691051875377344,0.24719104060310354,0.19581192909479547,0.17382356064881813,0.18437607964463085,0.1820843930795861
25,0.07041,0.20122222222222222,0.2088888888888889,0.19344444444444445,0.5782242776310995,0.38886783993095275,0.24936838382150428,0.22869822493959646,0.18201761731666619,0.1564781544006274,0.16555075261452343,0.1634320271726593
26,0.07748,0.20077777777777778,0.208,0.1938888888888889,0.565584683001982,0.3663438055355925,0.23272822131888526,0.21278967975741173,0.1709988213444265,0.1421928307994785,0.14944793058699044,0.14724930257044605
27,0.08525,0.20066666666666666,0.20733333333333331,0.1941111111111111,0.5504340715054208,0.34512266244543577,0.21819136406049455,0.19893364916468714,0.16221522667015723,0.13061319917980108,0.13576530222259453,0.1331545957475186
28,0.09381,0.2011111111111111,0.20744444444444443,0.1947777777777778,0.5334855268615605,0.32511456119643745,0.20527583298876487,0.1869482886858967,0.1552924327211205,0.12159990061920749,0.1244438288684476,0.12106362104310142
29,0.1032,0.202,0.20777777777777778,0.19577777777777777,0.5154356838883891,0.30631928938994507,0.1936243512542849,0.17666734790838345,0.14979027192259495,0.11489311026822162,0.11532740856863556,0.11089043434917886
30,0.1136,0.20344444444444443,0.2091111111111111,0.19755555555555557,0.49668057286914585,0.28851053323178905,0.18282019803096594,0.1677589059057812,0.14518624212758713,0.11001175210328289,0.10800139238738748,0.1023600135409646
31,0.125,0.20566666666666666,0.21122222222222223,0.19944444444444445,0.47903639463720654,0.27263794840078426,0.1733025753783454,0.16047389360495157,0.14140772829983425,0.1067745847906765,0.10243339701879449,0.0956493523263019
32,0.1375,0.20844444444444443,0.21411111111111109,0.20233333333333334,0.4609614454008288,0.25736085442127066,0.16400426069718904,0.15378038079501344,0.13757940466697435,0.10415973361540655,0.09762089821751088,0.08991115760840938
33,0.1513,0.21188888888888888,0.21777777777777776,0.20555555555555555,0.4447725183933794,0.2441178150117919,0.1558498943533687,0.14819774252011583,0.13402586664657504,0.10222801617109607,0.09376342688024034,0.08545511357505847
34,0.1665,0.2158888888888889,0.2222222222222222,0.20922222222222223,0.4292436143909474,0.23207000411837914,0.14826530928952675,0.14307165652996412,0.13029369439428937,0.10038765762541287,0.09030425971987376,0.08174560342291803
35,0.1832,0.2208888888888889,0.22799999999999998,0.21344444444444444,0.4141597983876333,0.22110097681362498,0.14123928328119387,0.13824589603742127,0.12634052266290915,0.09845349878512084,0.08709962016891838,0.0786056657264193
36,0.2016,0.22677777777777777,0.23477777777777778,0.21866666666666668,0.3991233456705001,0.21094044919601448,0.13469987788412677,0.13358237862523586,0.12217307424923537,0.0963299390560005,0.0840517851043763,0.07586722614903224
